,Peak CCU,DLC count,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Median playtime forever
615,0,0,0,0,83,2,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,66,77,0,121,0,0
618,1,0,0,0,25,55,0,0,0,0
619,2,2,0,0,587,79,11,0,189,274
620,0,0,0,0,3,0,0,0,0,0
621,0,0,0,0,11,0,92,0,0,0
622,0,1,0,0,5,1,13,0,0,0
623,1,0,0,0,53,27,33,0,31,31
624,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,2,1,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0
627,2,0,0,0,11,6,0,0,0,0
628,0,0,0,0,59,16,0,0,0,0
629,0,0,0,0,0,1,10,0,0,0
630,0,0,0,0,2,1,21,0,0,0
631,0,0,0,0,2,1,10,0,0,0
632,0,0,0,0,0,4,7,0,0,0
633,0,0,0,0,12,5,18,0,0,0
634,3,1,0,0,2657,372,36,2677,231,293
635,0,0,0,0,0,2,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0
637,0,0,0,0,182,25,0,0,8,12
638,8,2,84,0,4930,168,15,3986,256,385
639,0,0,0,0,276,1251,0,1364,103,96
640,3,0,0,0,13,0,0,0,0,0
641,2,0,0,0,529,66,8,545,0,0
642,0,0,0,0,0,0,0,0,0,0
643,29,0,0,0,2566,210,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0
645,0,0,0,0,24,3,0,0,61,61
646,0,0,0,0,11,3,6,0,0,0
647,0,0,0,0,50,12,17,0,0,0
648,0,0,0,0,11,12,6,0,0,0
649,0,0,0,0,19,3,18,0,0,0
650,15,0,0,0,568,151,0,668,13,13
651,0,0,0,0,4,3,0,0,0,0
652,0,0,0,0,16,11,0,0,0,0
653,1,0,0,0,2,6,0,0,0,0
654,0,0,0,0,2,0,0,0,0,0
655,0,0,0,0,31,1,0,0,0,0
656,0,0,0,0,24,5,0,0,0,0
657,1,0,0,0,27,0,0,0,0,0
658,0,0,0,0,24,6,17,0,0,0
659,77,1,87,0,28651,1554,48,22056,335,139
660,0,0,0,0,185,61,18,197,191,191
661,0,0,0,0,6,1,0,0,0,0
662,0,0,0,0,3,1,29,0,0,0
663,6247,20,0,0,8436,2055,400,0,2122,80
664,24,3,0,0,236,44,0,266,0,0
665,0,0,0,0,3,1,1,0,0,0
666,0,0,0,0,4,0,0,0,0,0
667,0,0,0,0,0,0,10,0,0,0
668,0,3,71,0,57,89,0,0,38,76
669,0,0,0,0,11,8,0,0,0,0
670,0,3,0,0,1,1,0,0,0,0
671,0,0,0,0,4,0,0,0,0,0
672,0,0,0,0,2,1,0,0,0,0
673,4,0,0,0,7,2,0,0,0,0
674,1,1,0,0,45,26,22,0,289,289
675,0,0,0,0,17,18,0,0,0,0
676,0,0,0,0,3,0,8,0,0,0
677,0,0,0,0,14,10,20,0,0,0
678,0,0,0,0,2,0,21,0,0,0
679,0,0,0,0,29,6,16,0,0,0
680,0,0,0,0,6,4,22,0,0,0
681,0,0,0,0,24,0,13,0,0,0
682,0,0,0,0,7,3,0,0,0,0
683,3,0,0,0,61,0,45,0,0,0
684,0,0,0,0,6,1,42,0,0,0
685,0,0,0,0,0,0,5,0,0,0
686,0,0,0,0,27,2,0,0,0,0
687,0,0,0,0,0,3,0,0,0,0
688,0,0,0,0,5,2,0,0,0,0
689,0,1,0,0,123,72,83,0,4,4
690,0,0,0,0,6,3,32,0,0,0
691,0,1,0,0,22,1,0,0,0,0
692,0,0,0,0,25,26,0,0,0,0
693,51,0,0,0,82,22,10,0,365,416
694,0,0,0,0,434,6,0,437,12,12
695,0,0,0,0,0,1,18,0,0,0
696,0,0,0,0,44,3,0,0,0,0
697,0,0,0,0,4,0,0,0,0,0
698,0,1,0,0,0,0,0,0,0,0
699,0,0,0,0,13,0,0,0,0,0
700,0,0,0,0,14,9,0,0,0,0
701,0,0,0,0,16,5,28,0,0,0
702,0,0,0,0,24,5,38,0,0,0
703,1,1,0,0,1144,63,21,192,0,0
704,0,0,0,0,241,10,0,0,7,7
705,0,0,0,0,2,1,23,0,0,0
706,0,0,0,0,15,3,4,0,0,0
707,0,0,0,0,0,0,0,0,0,0
708,0,1,0,0,157,136,40,215,261,261
709,0,0,0,0,18,3,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,9,4,22,0,0,0
712,0,0,0,0,3,2,0,0,0,0
713,0,0,0,0,23,61,22,0,8,8
714,0,0,0,0,7,2,13,0,0,0
715,2,0,0,0,69,2,0,0,0,0
716,6,1,0,0,348,26,18,335,420,501
717,0,0,0,0,85,26,0,0,2,2
718,0,0,0,0,4,1,22,0,0,0
719,0,1,0,0,28,24,0,0,0,0
720,0,0,0,0,11,4,31,0,0,0
721,12,2,82,0,1239,132,35,1025,231,231
722,0,0,0,0,64,10,12,0,19,19
723,0,0,0,0,1,0,0,0,0,0
724,0,0,0,0,5,0,5,0,0,0
725,0,1,0,0,1,0,10,0,0,0
726,0,0,0,0,104,14,12,0,0,0
727,0,0,0,0,13,2,12,0,0,0
728,0,0,0,0,12,2,0,0,0,0
729,0,0,0,0,1,0,0,0,0,0
730,0,0,0,0,3,0,0,0,0,0
731,0,0,0,0,20,10,11,0,0,0
732,0,0,0,0,9,1,0,0,8,8
733,0,0,0,0,11,2,7,0,0,0
734,0,0,0,0,17,3,0,0,0,0
735,0,0,0,0,33,28,8,0,69,69
736,235067,2,88,0,415524,66608,12,1000,6388,904
737,0,0,0,0,7,0,0,0,0,0
738,0,0,0,0,0,0,10,0,0,0
739,1,0,0,0,77,4,13,0,17,17
740,2,0,0,0,12,0,0,0,0,0
741,0,0,0,0,1,1,0,0,0,0
742,8,2,0,0,1840,84,100,1734,99,147
743,0,0,0,0,1,1,4,0,0,0
744,0,1,0,0,89,35,0,0,2624,2624
745,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0
747,96,0,87,0,0,0,46,4553,956,522
748,0,1,0,0,51,9,28,0,0,0
749,0,0,0,0,1,0,0,0,0,0
750,3,0,0,0,45,6,0,0,0,0
751,0,0,0,0,0,0,13,0,0,0
752,2,1,0,0,3,1,24,0,0,0
753,0,0,0,0,14,6,0,0,0,0
754,0,1,0,0,13,2,0,0,0,0
755,0,0,0,0,2,4,0,0,0,0
756,0,0,0,0,0,2,0,0,0,0
757,0,0,0,0,2,0,12,0,0,0
758,0,0,0,0,12,2,29,0,0,0
759,0,0,0,0,4,0,7,0,0,0
760,0,0,0,0,4,3,31,0,0,0
761,0,0,0,0,0,1,100,0,0,0
762,0,0,0,0,1,2,0,0,0,0
763,0,1,0,0,0,0,3,0,0,0
764,0,0,0,0,1,0,0,0,0,0
765,0,0,0,0,3,0,40,0,0,0
766,1424,114,0,0,19580,3421,0,493,505,38
767,0,0,0,0,20,1,10,0,0,0
768,111,1,0,0,239,82,14,192,284,310
769,0,0,0,0,3,9,9,0,0,0
770,0,0,47,0,26,16,20,0,75,75
771,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,8,0,36,0,0,0
773,0,0,0,0,0,0,0,0,0,0
774,0,0,0,0,24,0,0,0,0,0
775,76,1,81,0,3578,562,60,3026,869,516
776,0,0,0,0,0,0,0,0,0,0
777,0,0,75,0,146,77,64,0,163,248
778,0,0,0,0,2,8,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,47,40,0,0,0,0
781,0,0,0,0,2,1,40,0,0,0
782,0,0,0,0,9,1,0,0,0,0
783,6,1,0,0,9,15,25,0,0,0
784,0,0,0,0,424,147,0,508,0,0
785,0,1,0,0,80,5,19,0,0,0
786,0,0,66,0,421,86,14,134,0,0
787,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,31,10,50,0,0,0
789,0,0,0,0,17,0,0,0,0,0
790,310,0,0,0,4959,8060,0,12059,1662,2689
791,21,0,0,0,2574,149,10,2526,80,96
792,0,0,0,0,1,0,0,0,0,0
793,0,0,0,0,5,5,40,0,0,0
794,2,1,0,0,623,126,20,722,62,62
795,1,0,0,0,3,0,0,0,0,0
796,4,0,0,0,5684,1547,0,5172,247,225
797,0,0,0,0,14,14,100,0,0,0
798,1,0,0,0,41,6,0,0,48,48
799,0,0,0,0,365,28,77,0,157,172
800,1,0,0,0,122,17,27,128,0,0
801,0,0,0,0,7,6,0,0,0,0
802,0,0,0,0,21,2,18,0,0,0
803,70,0,0,0,440,9,86,412,0,0
804,2,1,0,0,313,312,0,472,134,134
805,0,1,0,0,156,70,0,174,1266,1266
806,0,0,0,0,4,1,0,0,0,0
807,0,0,0,0,50,18,0,0,0,0
808,0,0,0,0,14,5,14,0,263,263
809,0,0,0,0,11,1,17,0,0,0
810,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,123,19,0,124,0,0
813,0,0,0,0,36,6,0,0,0,0
814,1,0,0,0,28,29,3,0,0,0
815,0,0,0,0,13,8,3,0,0,0
816,0,0,0,0,0,0,31,0,0,0
817,1,0,0,0,195,8,19,183,233,233
818,26,0,0,0,3145,886,47,2972,369,178
819,0,0,0,0,3,0,25,0,0,0
820,0,0,0,0,2,6,5,0,0,0
821,0,0,0,0,54,33,0,0,3,3
822,1,0,0,0,8,0,0,0,0,0
823,0,0,0,0,16,27,0,0,1,2
824,11,0,0,0,541,164,0,0,81,81
825,5,1,76,0,843,93,16,842,360,634
826,0,0,0,0,8,2,16,0,0,0
827,1,0,0,0,417,32,10,426,0,0
828,6087,32,76,0,104521,3859,80,87888,3335,858
829,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,92,5,5,0,0,0
831,0,0,0,0,145,3,27,102,0,0
832,0,0,0,0,8,1,0,0,0,0
833,1,0,0,0,30,2,7,0,0,0
834,0,0,0,0,22,11,40,0,0,0
835,0,0,0,0,9,12,0,0,0,0
836,1,0,0,0,7,1,15,0,0,0
837,0,0,0,0,16,3,8,0,0,0
838,0,0,0,0,52,29,109,0,2583,2583
839,0,1,0,0,1,8,6,0,0,0
840,0,1,0,0,3,0,0,0,0,0
841,1,0,0,0,7,0,32,0,0,0
842,0,0,0,0,0,0,1,0,0,0
843,0,0,50,0,143,94,15,138,0,0
844,0,1,0,0,4,1,9,0,0,0
845,0,0,0,0,21,10,7,0,0,0
846,0,0,0,0,1,3,71,0,0,0
847,0,0,0,0,1,0,0,0,0,0
848,0,0,0,0,19,15,0,0,0,0
849,0,0,0,0,3,2,0,0,0,0
850,0,0,0,0,3,1,1,0,0,0
851,0,0,0,0,3,0,0,0,0,0
852,4,0,0,0,1359,119,29,1364,70,75
853,0,0,0,0,0,0,0,0,0,0
854,0,0,0,0,10,3,17,0,0,0
855,6,0,0,0,336,143,35,303,0,0
856,0,0,0,0,0,0,0,0,0,0
857,0,0,0,0,13,8,0,0,0,0
858,1,0,0,0,19,12,0,0,2,2
859,0,0,0,0,1,1,9,0,0,0
860,1,0,0,0,132,31,10,148,0,0
861,0,0,0,0,8,1,14,0,0,0
862,0,0,0,0,2,0,0,0,0,0
863,3,0,0,0,15,2,9,0,0,0
864,24,1,0,0,979,126,0,836,538,560
865,0,0,0,0,3,9,15,0,0,0
866,0,1,0,0,23,15,8,0,0,0
867,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,2,1,14,0,0,0
869,0,0,0,0,3,3,7,0,0,0
870,10,0,63,0,1640,794,0,2021,593,427
871,0,0,0,0,11,2,9,0,0,0
872,0,0,0,0,3,11,0,0,0,0
873,0,0,0,0,0,0,0,0,0,0
874,0,0,0,0,22,5,0,0,0,0
875,0,0,0,0,14,21,0,0,0,0
876,0,0,0,0,59,27,0,0,0,0
877,0,0,0,0,11,2,100,0,0,0
878,0,0,0,0,1,1,19,0,0,0
879,0,0,0,0,30,24,0,0,1,1
880,1,0,0,0,0,0,0,0,0,0
881,0,0,0,0,78,7,9,0,0,0
882,0,0,0,0,0,0,0,0,0,0
883,229,1,0,0,1421,427,0,1785,790,790
884,1,0,0,0,352,319,0,0,0,0
885,0,0,0,0,2,0,0,0,0,0
886,0,0,0,0,1,0,7,0,0,0
887,2,9,0,0,160,12,44,166,0,0
888,0,0,0,0,68,30,17,0,0,0
889,35,0,0,0,909,538,59,1124,383,565
890,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,19,43,0,0,0,0
892,0,0,0,0,0,1,0,0,0,0
893,2,1,0,0,82,18,21,0,0,0
894,0,0,0,0,7,0,0,0,0,0
895,0,0,0,0,39,0,0,0,0,0
896,0,0,0,0,4,0,0,0,0,0
897,2,3,0,0,89,8,70,0,0,0
898,0,0,0,0,49,8,7,0,0,0
899,0,0,0,0,6,6,0,0,0,0
900,0,0,0,0,0,1,0,0,0,0
901,0,0,0,0,27,27,12,0,0,0
902,0,0,0,0,0,0,11,0,9,13
903,0,0,0,0,0,1,0,0,0,0
904,0,0,0,0,6,0,0,0,0,0
905,0,0,0,0,9,2,0,0,0,0
906,0,0,0,0,36,7,12,0,274,274
907,0,0,0,0,0,0,17,0,0,0
908,0,1,0,0,140,89,30,0,268,292
909,123,0,0,0,1697,183,20,1605,600,925
910,0,0,0,0,36,21,11,0,0,0
911,0,0,0,0,10,4,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,24,12,16,0,0,0
914,0,0,0,0,14,0,0,0,0,0
915,0,0,0,0,7,0,0,0,0,0
916,1,0,0,0,44,20,11,0,257,257
917,0,0,0,0,16,6,11,0,0,0
918,0,0,0,0,0,0,100,285,0,0
919,0,0,0,0,1,2,0,0,0,0
920,0,0,0,0,0,3,0,0,0,0
921,0,1,0,0,110,41,13,385,69,98
922,0,0,0,0,9,36,1,0,0,0
923,1,8,0,59,61,38,36,0,481,621
924,0,0,0,0,1,2,18,0,0,0
925,0,0,0,0,1,0,100,0,0,0
926,0,1,0,0,144,43,0,0,0,0
927,0,0,0,0,3,1,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0
929,2,0,0,0,67,50,50,0,0,0
930,17,0,67,0,6383,331,45,5432,196,196
931,0,0,0,0,9,4,0,0,0,0
932,2,1,0,0,379,90,26,443,603,603
933,0,0,0,0,4,3,3,0,0,0
934,0,7,0,0,12,2,0,0,0,0
935,0,0,0,0,52,9,0,0,0,0
936,0,0,0,0,22,21,1,0,0,0
937,0,0,0,0,0,0,0,0,0,0
938,3,0,0,0,72,11,0,0,0,0
939,2,0,0,0,321,154,0,296,0,0
940,0,0,0,0,0,0,0,0,0,0
941,0,0,0,0,17,1,5,0,0,0
942,0,0,0,0,0,0,0,0,0,0
943,0,0,0,0,4,0,7,0,0,0
944,0,0,0,0,0,0,0,0,0,0
945,0,0,0,0,7,6,21,0,0,0
946,0,0,68,0,190,156,0,235,72,131
947,0,0,0,0,37,1,6,0,0,0
948,25,0,0,0,674,37,21,667,119,119
949,0,1,0,0,20,2,9,0,0,0
950,0,0,0,0,84,12,0,0,169,197
951,0,0,0,0,72,16,6,0,0,0
952,0,0,0,0,4,4,0,0,0,0
953,0,0,0,0,1,0,21,0,0,0
954,0,1,0,0,10,6,20,0,0,0
955,72,3,0,0,1466,414,26,1648,106,159
956,0,0,0,0,0,1,0,0,0,0
957,0,0,0,0,3,1,8,0,0,0
958,0,0,0,0,111,15,14,0,0,0
959,0,0,0,0,4,0,0,0,0,0
960,1,0,0,0,410,49,44,150,44,45
961,0,0,0,0,8,0,0,0,0,0
962,0,0,0,0,2,2,0,0,0,0
963,0,1,0,0,536,93,8,531,157,157
964,9,1,0,0,2250,345,58,1882,303,332
965,0,0,0,0,49,62,0,0,0,0
966,1,1,0,0,1276,211,0,0,92,172
967,41,3,81,0,4137,782,64,2679,1531,63
968,0,0,0,0,0,0,0,0,0,0
969,0,0,0,0,9,6,100,0,0,0
970,3,2,0,0,90,17,30,0,0,0
971,1,0,0,0,2,3,0,0,0,0
972,0,0,0,0,469,82,31,369,39,39
973,0,0,0,0,1,0,0,0,0,0
974,0,0,0,0,2,0,0,0,0,0
975,2,0,0,0,206,6,11,195,0,0
976,0,0,0,0,9,5,0,0,0,0
977,0,0,0,0,108,19,13,115,0,0
978,0,0,0,0,0,1,0,0,0,0
979,0,0,0,0,3,0,23,0,0,0
980,0,0,0,0,2,0,4,0,0,0
981,0,0,0,0,6,1,29,0,0,0
982,2,2,0,0,90,19,38,0,0,0
983,0,0,0,0,2,0,10,0,0,0
984,0,0,0,0,0,0,0,0,0,0
985,50,7,77,0,1783,300,44,1831,244,315
986,0,0,0,0,15,0,13,0,0,0
987,1,0,0,0,19,3,0,0,0,0
988,0,0,0,0,6,0,10,0,0,0
989,1,3,0,0,3,0,20,0,0,0
990,0,0,0,0,82,58,15,0,305,305
991,0,0,0,0,6,1,18,0,0,0
992,0,0,0,0,1,0,0,0,0,0
993,0,1,0,0,0,0,0,0,0,0
994,0,2,0,0,18,4,12,0,0,0
995,0,0,0,0,38,13,15,0,0,0
996,0,1,0,0,16,22,1,0,0,0
997,0,0,0,0,0,0,26,0,0,0
998,0,1,0,0,14,1,19,0,0,0
999,0,0,0,0,2,0,43,0,0,0
1000,0,0,0,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,100,0,0,0
1002,1,0,0,0,66,44,27,105,0,0
1003,6,0,0,0,96,25,60,0,0,0
1004,0,0,0,0,0,0,0,0,0,0
1005,0,0,0,0,43,7,15,0,0,0
1006,0,0,0,0,96,20,8,0,1,1
1007,0,0,0,0,70,66,0,126,0,0
1008,0,0,0,0,2,1,0,0,0,0
1009,0,0,0,0,6,0,0,0,0,0
1010,89,0,71,0,4293,3045,650,0,1130,62
1011,0,0,0,0,3,2,32,0,0,0
1012,0,0,0,0,24,6,27,0,0,0
1013,0,0,0,0,8,27,11,0,0,0
1014,0,0,0,0,0,0,0,0,0,0
1015,9,0,0,0,438,365,80,0,54,49
1016,0,0,0,0,28,4,15,0,0,0
1017,0,0,0,0,2,0,0,0,0,0
1018,0,0,0,0,1,0,0,0,0,0
1019,0,0,0,0,39,28,5000,0,635,635
1020,0,0,0,0,0,4,2,0,0,0
1021,179,8,0,0,3384,1470,48,3964,568,577
1022,0,0,0,0,6,0,0,0,30,30
1023,0,1,0,0,0,0,22,0,0,0
1024,49,0,0,0,185,17,56,183,28,28
1025,5776,7,84,0,154845,5667,75,127087,3044,976
1026,0,0,0,0,10,3,100,0,0,0
1027,0,0,0,0,0,0,0,0,0,0
1028,1,1,0,0,1524,126,17,0,33,39
1029,0,0,0,0,14,11,0,0,0,0
1030,0,0,0,0,51,31,0,0,0,0
1031,0,0,0,0,30,9,0,0,5,5
1032,43,0,0,0,5105,258,0,220,126,37
1033,0,0,0,0,19,1,10,0,0,0
1034,0,0,0,0,1,0,44,0,0,0
1035,0,0,0,0,0,3,5,0,0,0
1036,0,0,0,0,43,10,0,0,0,0
1037,0,0,0,0,3,3,33,0,0,0
1038,0,0,0,0,21,13,100,0,0,0
1039,0,0,0,0,4,0,0,0,0,0
1040,0,0,0,0,26,7,0,0,0,0
1041,0,0,0,0,0,0,0,0,0,0
1042,5,0,0,0,1922,290,7,833,147,153
1043,0,0,0,0,65,14,0,0,0,0
1044,1,0,0,0,7,3,0,0,0,0
1045,0,0,0,0,8,0,0,0,0,0
1046,0,0,0,0,2,1,68,0,0,0
1047,0,0,0,0,6,0,58,0,0,0
1048,1,0,0,0,52,20,7,0,471,730
1049,0,0,0,0,20,3,2,0,0,0
1050,0,0,0,0,9,0,0,0,0,0
1051,0,0,0,0,9,7,0,0,0,0
1052,3,0,0,0,884,140,1224,942,262,323
1053,0,0,0,0,0,0,0,0,0,0
1054,26,0,0,0,492,159,0,577,233,233
1055,0,0,0,0,6,1,0,0,0,0
1056,0,0,0,0,1,3,0,0,0,0
1057,0,0,0,0,5,2,4,0,0,0
1058,0,0,0,0,42,3,11,0,0,0
1059,1,1,0,0,0,0,0,0,0,0
1060,0,0,0,0,8,3,14,0,0,0
1061,1,0,0,0,100,8,15,0,0,0
1062,0,0,0,0,9,5,0,0,0,0
1063,0,0,0,0,3,19,0,0,0,0
1064,0,0,0,0,257,642,0,599,393,393
1065,25,1,0,0,15877,1004,13,13826,216,84
1066,0,0,0,0,0,0,0,0,0,0
1067,23,0,0,0,3508,217,15,3598,371,395
1068,0,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,1,0,0,0
1070,0,0,0,0,4,2,0,0,0,0
1071,0,0,0,0,9,1,5,0,0,0
1072,0,1,0,0,58,4,32,0,0,0
1073,1,0,0,0,16,7,35,0,0,0
1074,0,0,0,0,4,3,5,0,0,0
1075,0,0,0,0,0,0,0,0,0,0
1076,0,0,0,0,1,2,0,0,0,0
1077,0,0,0,0,0,0,12,0,0,0
1078,0,0,0,0,12,0,1,0,0,0
1079,0,0,0,0,0,0,0,0,0,0
1080,0,0,0,0,18,1,0,0,0,0
1081,0,0,0,0,49,42,555,0,0,0
1082,2,0,0,0,40,3,0,0,0,0
1083,0,1,0,0,10,19,5,0,1,1
1084,0,0,0,0,94,54,0,135,168,260
1085,87,1,77,0,8056,1593,30,7299,485,233
1086,1518,9,0,0,13649,619,46,13762,1991,1058
1087,2,0,0,0,56,4,0,0,0,0
1088,0,0,0,0,0,0,0,0,0,0
1089,0,0,0,0,4,0,0,0,0,0
1090,0,0,0,0,37,13,0,0,0,0
1091,0,0,0,0,12,2,0,0,0,0
1092,0,0,0,0,1,0,0,0,0,0
1093,0,0,0,0,1,0,0,0,0,0
1094,834,2,0,0,15920,490,84,15380,453,316
1095,0,0,0,0,8,0,0,0,0,0
1096,0,0,0,0,8,1,29,0,0,0
1097,2,0,0,0,264,65,21,281,0,0
1098,0,0,0,0,55,5,0,0,0,0
1099,0,0,0,0,39,28,0,0,37,37
1100,0,0,0,0,0,0,0,0,0,0
1101,12,0,0,0,5024,146,7,0,22,22
1102,0,0,0,0,1,1,0,0,0,0
1103,0,0,0,0,0,0,29,0,0,0
1104,0,0,0,0,2,1,0,0,0,0
1105,0,0,0,0,4,1,0,0,0,0
1106,111,0,0,0,4096,676,19,4191,588,523
1107,0,0,0,0,2,3,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,0,72,18,23,0,0,0
1110,0,1,0,0,45,11,14,0,414,414
1111,0,0,67,0,88,43,0,114,0,0
1112,0,0,0,0,5,7,0,0,0,0
1113,0,0,0,0,24,0,19,0,0,0
1114,0,0,0,0,12,0,34,0,0,0
1115,52,2,0,0,1773,1671,40,2280,321,426
1116,0,0,0,0,0,0,5,0,0,0
1117,30,0,0,0,55,7,100,0,0,0
1118,0,0,0,0,116,27,0,113,0,0
1119,0,0,0,0,2,3,16,0,0,0
1120,9,0,75,0,305,61,16,335,939,1007
1121,0,0,0,0,131,9,0,117,0,0
1122,0,0,0,0,24,25,8,0,0,0
1123,1,0,0,0,102,3,0,0,230,230
1124,0,0,0,0,2,11,0,0,0,0
1125,1,0,0,0,14,10,0,0,0,0
1126,0,0,0,0,0,2,0,0,0,0
1127,0,0,0,0,8,1,0,0,0,0
1128,2,1,0,0,538,10,33,442,0,0
1129,0,0,0,0,2,1,0,0,0,0
1130,1,0,0,0,29,34,22,0,258,261
1131,0,0,0,0,1,1,0,0,0,0
1132,144,1,0,0,7635,809,48,7755,312,213
1133,0,0,0,0,0,1,0,0,0,0
1134,0,0,0,0,6,1,0,0,0,0
1135,0,0,0,0,28,5,23,0,272,272
1136,1,0,0,0,10,0,0,0,0,0
1137,0,0,0,0,18,0,0,0,0,0
1138,0,0,0,0,5,1,0,0,0,0
1139,0,0,0,0,144,18,16,153,0,0
1140,0,0,0,0,13,3,3,0,0,0
1141,34,5,0,0,1806,160,0,1782,147,187
1142,0,0,0,0,33,8,23,0,176,236
1143,0,0,0,0,70,33,27,0,0,0
1144,0,1,0,0,44,0,20,0,0,0
1145,22,1,0,0,57,9,24,0,0,0
1146,0,1,0,0,15,1,5,0,0,0
1147,0,1,0,0,51,13,0,0,0,0
1148,0,0,0,0,0,0,0,0,0,0
1149,1,0,0,0,27,1,21,0,0,0
1150,5,0,0,0,473,43,0,216,30,30
1151,0,1,0,0,2,1,6,0,0,0
1152,4,1,64,0,772,229,67,893,151,198
1153,0,0,0,0,6,0,106,0,0,0
1154,1,0,0,0,49,15,8,0,0,0
1155,0,0,0,0,13,4,0,0,0,0
1156,0,0,0,0,4,4,0,0,0,0
1157,0,0,0,0,18,1,0,0,0,0
1158,32,0,0,0,1135,122,16,1191,486,260
1159,0,0,0,0,23,7,0,0,0,0
1160,0,0,0,0,0,0,0,0,0,0
1161,2,3,0,0,129,17,0,134,0,0
1162,0,0,0,0,4,4,0,0,0,0
1163,0,0,0,0,26,13,17,0,0,0
1164,0,0,0,0,8,1,7,0,0,0
1165,0,0,0,0,6,1,12,0,0,0
1166,1,0,0,0,13,10,0,0,0,0
1167,0,0,0,0,4,6,3,0,0,0
1168,43,0,0,0,290,24,0,288,0,0
1169,0,0,0,0,46,4,10,0,0,0
1170,0,0,0,0,20,1,21,0,0,0
1171,5,4,0,0,865,82,131,841,1019,1102
1172,149,0,0,0,2964,978,35,3322,722,340
1173,2,1,67,0,309,64,9,206,243,273
1174,0,0,0,0,9,5,0,0,0,0
1175,5,0,0,0,494,108,51,548,495,495
1176,3,4,0,0,262,51,43,287,0,0
1177,0,0,0,0,2,0,0,0,0,0
1178,0,0,0,0,24,1,0,0,279,279
1179,0,0,0,0,12,4,55,0,0,0
1180,27,0,0,0,1727,839,0,2352,219,263
1181,2449,8,0,0,67538,9880,72,57598,2011,1283
1182,0,0,0,0,7,2,0,0,0,0
1183,0,0,0,0,0,0,13,0,0,0
1184,0,0,0,0,22,3,5,0,0,0
1185,7,0,0,0,1440,226,0,1610,73,112
1186,0,0,0,0,0,0,8,0,0,0
1187,0,4,0,0,280,72,20,301,193,193
1188,0,0,0,0,7,0,0,0,0,0
1189,0,0,0,0,33,14,0,0,0,0
1190,0,0,0,0,80,20,34,0,0,0
1191,0,0,0,0,7,4,8,0,0,0
1192,1,0,0,0,538,84,17,401,143,212
1193,55,1,0,0,2742,799,54,3080,303,308
1194,0,2,0,0,30,10,15,0,0,0
1195,0,0,0,0,0,1,16,0,0,0
1196,0,0,0,0,11,11,19,0,0,0
1197,0,0,0,0,46,106,95,101,0,0
1198,0,0,0,0,7,12,0,0,0,0
1199,0,1,0,0,0,0,18,0,0,0
1200,0,3,0,0,0,0,38,0,0,0
1201,0,0,0,0,6,1,0,0,0,0
1202,3,0,0,0,67,2,0,0,0,0
1203,34,0,80,0,4796,269,0,4650,178,208
1204,1,0,0,0,39,16,12,0,0,0
1205,0,0,0,0,8,1,10,0,0,0
1206,0,1,0,0,0,0,30,0,0,0
1207,0,1,75,0,72,33,34,0,0,0
1208,0,0,0,0,41,7,11,0,0,0
1209,0,0,0,0,1,0,0,0,0,0
1210,1565,1,0,0,9243,3508,44,1908,2943,55
1211,1,0,0,0,33,11,13,0,0,0
1212,0,0,0,0,5,4,5,0,0,0
1213,0,0,0,0,1,0,0,0,0,0
1214,0,0,0,0,15,21,0,0,0,0
1215,6,0,0,0,462,137,25,470,109,116
1216,0,0,0,0,0,0,6,0,0,0
1217,0,0,0,0,1,2,0,0,0,0
1218,0,2,0,0,12,9,0,0,0,0
1219,0,0,0,0,351,75,0,329,0,0
1220,29,0,0,0,715,96,33,785,708,1211
1221,0,0,0,0,0,0,0,0,0,0
1222,0,0,0,0,12,11,0,0,0,0
1223,0,0,0,0,7,4,10,0,0,0
1224,1,0,0,0,36,11,20,0,0,0
1225,0,0,0,0,82,14,0,0,0,0
1226,1,0,0,0,5,0,0,0,0,0
1227,0,0,0,0,35,41,18,0,0,0
1228,0,0,0,0,16,4,0,0,0,0
1229,0,0,0,0,26,0,0,0,0,0
1230,17,1,0,0,4461,581,29,3755,458,291
